{'reviewerID': 'xL4EOIKW6ZRM06T1lMjb_w', 'rate_deviation': 0.1007, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1938}
{'reviewerID': 'wgDpdHHou5zVH1gKL2lY9w', 'rate_deviation': 0.2556, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.3523}
{'reviewerID': '6VUmb22uRqhoXinETeleWA', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'KzmQQbCebC54kzJwfdlzhA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'KbvByVLRPa0ObnIdR4Ibmw', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'BI4lPhrUpmEySIJUywjIjQ', 'rate_deviation': 0.1467, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2311}
{'reviewerID': 'hoqUwHCPjSaqYrH2Df9z1A', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'xVVpNJwIRT65wLvXWTsciA', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'd-Esnujp9CpNWOC7rKPMDg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0001}
{'reviewerID': 'LZUgjz9CNHwhxm0VFD1Nzw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'jzH04vzXw5xs4sxAUWFohg', 'rate_deviation': 0.3, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2144}
{'reviewerID': 'bTgNsBtBY0Wqs2rAiZ9Chw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '7VjGynQ1oCHZlytlm23Tgg', 'rate_deviation': 0.2125, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1664}
{'reviewerID': 'C5Pf0I0YZEEw2cG8yTcH4Q', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'E3oc9dVvWZBRCqi7ta1H4w', 'rate_deviation': 0.2667, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0363}
{'reviewerID': 'CII7ZpjbiSM_m_C62QkfAA', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '6RJBeJlbDGrZO91Qc2NG9A', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1904}
{'reviewerID': '68qStoM0VDVyQAkILMNepg', 'rate_deviation': 0.38, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2458}
{'reviewerID': 'Ud72j_rglYmXrL_O8zCdoA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0755}
{'reviewerID': '0ltmHwUQuQde4me8DII0sw', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'c6HT44PKCaXqzN_BdgKPCw', 'rate_deviation': 0.2167, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0485}
{'reviewerID': 'PV0WD7-Dx83W14mWaWraZw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'B4cJvWuf59j7XlTdexnVZw', 'rate_deviation': 0.2751, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0848}
{'reviewerID': 'O7-f16cw65UNTu2EteFm9w', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'E2UCZsdVoYb3V1ef2ceGzg', 'rate_deviation': 0.1066, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.285}
{'reviewerID': '5CX8ilaGZ7kyv2rUxSdQCw', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0883}
{'reviewerID': 'FJbrnaXwVmgGJTk1xd2jwA', 'rate_deviation': 0.26, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2792}
{'reviewerID': 'JZ9APfPkwUmrVoxofhEeEg', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'EUDuSd11Fhxm6ioLgvxFEQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GXn4ZsasLKh0qZ5g3nIqcQ', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0708}
{'reviewerID': 'DaxcpYKNY38vFvUqRExc1Q', 'rate_deviation': 0.2667, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1729}
{'reviewerID': 'abBY31ZPfEX9jdP-NNptjw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'nqb5kKa4nHQtVq6zQZtnxg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '2_akhj1xajjbNQcZKnRmgQ', 'rate_deviation': 0.1054, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'E4SfIfuU0H3RtDKwDvc_Uw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ndJAe6HWsRRpvM-8SKegXA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'oyFBkCKjALTJ1LTSLUyirw', 'rate_deviation': 0.225, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2094}
{'reviewerID': 'yjmjmBH3T8-jPfvPp6aL2g', 'rate_deviation': 0.0723, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1366}
{'reviewerID': 'XHuNSjrPA3Vyi7n4iVhZaQ', 'rate_deviation': 0.1556, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1936}
{'reviewerID': 'p81PsfykFcVczr1B0T0zfQ', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1606}
{'reviewerID': 'Xj0O2l0bp633ebmG468aZw', 'rate_deviation': 0.2005, 'first_time': 0.0001, 'burstiness': 0.5, 'content_similarity': 0.2227}
{'reviewerID': 'OWbOaDWlOnatXxeCF1z4mg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'RTxVm1lYo9XzDSOEWx1flg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1774}
{'reviewerID': 'w7LjLP_QNxQavLMfvb681Q', 'rate_deviation': 0.1751, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'LRJgblf3U3v1MwhR7GrnfA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'jwMDC4ZCoiDXl9qZtNl05w', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'X2QjPg0MgLzzFDYZ77N2fg', 'rate_deviation': 0.1667, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.3049}
{'reviewerID': '1qI1W1gzzsdQQ-blk-0StQ', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.04}
{'reviewerID': 'W3hntNgAgCDcW9M6efLHIQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'xt8tqNaVPzgBhhftXBr-5A', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ljw-HpE8ofaWh9HCmQJ1hg', 'rate_deviation': 0.2405, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1638}
{'reviewerID': 'koOGzXxh5nQqEIwI_IJUew', 'rate_deviation': 0.1126, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'wpr6gw4FnptTrk1CeT8POg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'E_uXANui3lHswudq-dlizg', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '5Tc0YXgYDvTTlps0e8xTNg', 'rate_deviation': 0.2334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1888}
{'reviewerID': 'TSrNFUI9p-sWqb7F-2u9tQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'qdieS2KVqTBO_9LcCVwWzQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'QAR9dIy9c3dpq85ICbUxaw', 'rate_deviation': 0.3, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1501}
{'reviewerID': 'kORGcgi0Iw2RG8gJl84MVA', 'rate_deviation': 0.1, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2186}
{'reviewerID': 'M_6sMU2kYoZXT9aDqYVKaA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '5Us7BcHkyX7vKFbvv1a5FA', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '0r-GI6qXs51qNsvQIxV_Ow', 'rate_deviation': 0.3167, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0839}
{'reviewerID': 'YHeIGujddarQ0KuyhTScQw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '86mgAEet9m3OHl_aRu4gBQ', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'iL-5xEeaQWpESDgKdl-Krw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '94b0y-FFFIF8hy3SJgXd-g', 'rate_deviation': 0.2334, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1875}
{'reviewerID': 'PkxwtHNXal5w9Qn3kel28A', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'aaQwSadw-KJCzLT0WcBrwg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GFHqYsbqA1_RFAeSI481og', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'LaTx0MX1y5X71SVif71dCA', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Z-Gx_zvJp4Sp5hrPnYpdQw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GR1A-sSEgU64aU30FWJhew', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1386}
{'reviewerID': 'oEHpQXv1s_upFtRN0SYJRA', 'rate_deviation': 0.2167, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1343}
{'reviewerID': 'ST_ktBG-gllUs7AcEq6dJQ', 'rate_deviation': 0.0917, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0867}
{'reviewerID': 'pta3o1-YBG8LYpyR3EDq_w', 'rate_deviation': 0.0751, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'PPiB2E3lIuVIL2knr54WUg', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_ueX3a8lqk7WPklhrH6cyg', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'DOFamdMaC_hjn9zg3Gs-0w', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'NkVYcoaThHjOfTTgq6OdHQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'PO-U11FmTDiqCEqtilFjVQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'b0BEw-URUmzhCrn9DjbyQg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'AqNFG3aBvTSXbFlXAwub-w', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2447}
{'reviewerID': 'pCGhLbFA8Q2N_LypEOdHcw', 'rate_deviation': 0.2417, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1401}
{'reviewerID': 'AhVWzMyXqHibkdr4uHo2kQ', 'rate_deviation': 0.1054, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GFv6pqpOEIxNmYGe11BGxA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '5iOHz6pHmXi9SoB5qomRWQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'EzRd6jmBYxL_G_SaE-xdvQ', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'lnuCpza1Al3q-OnCAeV5mA', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'KUbmuIidZJ6jNsVJfPS3Dg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3MYdpmHeNwC6FquRWi3YOg', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0347}
{'reviewerID': '4YZ-mpXV1c1I1Xh6vFctmQ', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'z3xjvoyYxciPTAG--eNUuQ', 'rate_deviation': 0.1584, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.137}
{'reviewerID': 'f_WXCZaRHqy47npPxoAvIg', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ebyycRPlIjzGKEc74bSX-Q', 'rate_deviation': 0.0601, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'DDAmeIj_4aUAjvtpU4IjSQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'n-lBS02-3yvlY5Q91mmwDA', 'rate_deviation': 0.275, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.1807}
{'reviewerID': 'pNyZp46Z_6UoJq4jkIAdng', 'rate_deviation': 0.1601, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ilPH0HCXr4yzcXz6SNPVsA', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YNUZAPSoBlK2PwWHBQxVBg', 'rate_deviation': 0.0126, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'eXOJ-ebVVX3ZbOOzcvpjzQ', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Zn7lIByuJmQQMVTK7rNAyQ', 'rate_deviation': 0.125, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2687}
{'reviewerID': 'OQM4_n_VqnDfB3KwXnNvhA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'qVoijsSHmTc_IKfK5z7F4A', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '0L4FdDkoGX6WLFyT46EsFQ', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2337}
{'reviewerID': 'd19VWxkXk3glukbSsE-VUw', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'zT0PuDsIV-S7M-W_NaX9vw', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.3375}
{'reviewerID': 'wZt0yE7u9Zy6a0sbez4tuQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'L4C5O0Hjil0Py_Doj7ZuvQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1948}
{'reviewerID': 'PpK7Kl0W0NQecZa81aimyg', 'rate_deviation': 0.2167, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1169}
{'reviewerID': 'PuTYlDaCCZAiigYpBJQnIQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'OJWl2qdzFM_IdTs23vcjoQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YLHE1tI0xTQq2WB__mcAyA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_ZpReIeR1PoET0loCE8K3w', 'rate_deviation': 0.225, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1661}
{'reviewerID': 'B_n1dqlys5u302n0YUn5NA', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.191}
{'reviewerID': 'tU3sDq7hTMZs6VSnyolI1A', 'rate_deviation': 0.108, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.128}
{'reviewerID': 'DkJya-j5ZPxygeusMoc5yQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'LiypBEkQm_uLKsWRjgTV5Q', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '8k1T_iHpOSY0z_tvzB2eLA', 'rate_deviation': 0.175, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2149}
{'reviewerID': 'A0e-tQr8h6nZ7a9VzZMgCg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'BuLb6mmPyLqFNpWH6qWX3Q', 'rate_deviation': 0.225, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.123}
{'reviewerID': 'sMAQSC3Yc50--BCRm4RO6A', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Bf87HcPERF9yiSjb2tQBqw', 'rate_deviation': 0.2155, 'first_time': 0.0001, 'burstiness': 0.3, 'content_similarity': 0.2769}
{'reviewerID': 'j0Shp7LADIKu9SBh82sFWQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
