{'reviewerID': 'UqNSytSc3hiYfKVCGwvLCg', 'rate_deviation': 0.0817, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2553}
{'reviewerID': 'WQ-_hGAsrAeR9QrZ4HH2lw', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'vA_lRRN6HuiTvEtr6IxBWA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'LEoLpcEDYvHD4rC1xIRxAw', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0843}
{'reviewerID': '_U4_VdKOHUU0CgrbfsH3Jw', 'rate_deviation': 0.0834, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'zcLe09kgBujPFpQLVS5g6A', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'kHqwAX3PvXe-W71MUZsUHQ', 'rate_deviation': 0.2434, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2181}
{'reviewerID': 'Dp9vtkpgNti0BuG3202PGQ', 'rate_deviation': 0.2334, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1822}
{'reviewerID': 'ZZShtayOx4IzLGE1YBV9AA', 'rate_deviation': 0.0715, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.091}
{'reviewerID': '4OD0Vuq38IcQlOf2qI3PnQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '4HdArh7ETM2WUlzxJQiBug', 'rate_deviation': 0.2056, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.3038}
{'reviewerID': 'lZEW6RBz_BL7OyQPuWEHnw', 'rate_deviation': 0.1342, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1426}
{'reviewerID': '1VadTOLpm2egRjGpeQMZ2w', 'rate_deviation': 0.1967, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2341}
{'reviewerID': 'kY3GNFg8WtfSWyAJGWJ7Qw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'LzCRz1uoWS6YPNFLcKzrGg', 'rate_deviation': 0.0967, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2632}
{'reviewerID': '3tOdDlyOleC7AadM0yYuQA', 'rate_deviation': 0.1309, 'first_time': 0.0001, 'burstiness': 0.3, 'content_similarity': 0.1144}
{'reviewerID': 'ASvjSBCYRd4GhOtSIn8Gyw', 'rate_deviation': 0.172, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.0894}
{'reviewerID': 'MyX3BSaJFApLPiqpI4qqsQ', 'rate_deviation': 0.1188, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_WGmXmPlubgnWQt9QpqJlA', 'rate_deviation': 0.1572, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'v5Impu6D7UEVN4OVYnBOxQ', 'rate_deviation': 0.0251, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'h0ImmpicJ_--9Qbm3KQCDA', 'rate_deviation': 0.1126, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1631}
{'reviewerID': 'WYb34OTvM4LoGSXvfTotFw', 'rate_deviation': 0.1527, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0867}
{'reviewerID': 'awmRirDC7WWig6R07XZ_oA', 'rate_deviation': 0.0784, 'first_time': 0.0001, 'burstiness': 0.35, 'content_similarity': 0.1146}
{'reviewerID': 'YXMiSBrLNcnbxnfMK4BVug', 'rate_deviation': 0.1418, 'first_time': 0.0001, 'burstiness': 0.45, 'content_similarity': 0.1065}
{'reviewerID': 'tcJUGfmHcj6us0SmSUaABw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'DrTmpnMmhxDs2wV7i8PyOg', 'rate_deviation': 0.0752, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.159}
{'reviewerID': 'NE6lzBHRBx8k1K43FGWVyQ', 'rate_deviation': 0.0834, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'TmpolzKjqHoVSJkI44Aw9Q', 'rate_deviation': 0.2078, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'tZhQZ8PDBrCBkNjUNIFuaQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Tq8WeT0p3wUqgIubrAnH9g', 'rate_deviation': 0.0934, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'iM_y_vj9UzGXYUK3qXrk-g', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'jFBmqveOLMfcJfQUeryG-w', 'rate_deviation': 0.0101, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.3281}
{'reviewerID': 'sYQyXDjGaJj7wfaqz5u8KQ', 'rate_deviation': 0.1646, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2179}
{'reviewerID': 'QfkcwgvYYdQPYUpaxvla8Q', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '10xkwCVDYub8SL9fdedrQg', 'rate_deviation': 0.0683, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'xL4EOIKW6ZRM06T1lMjb_w', 'rate_deviation': 0.0745, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1938}
{'reviewerID': 'RFXf2bJmrYjXadK1o0WBCg', 'rate_deviation': 0.1621, 'first_time': 0.0001, 'burstiness': 0.75, 'content_similarity': 0.1462}
{'reviewerID': 'OlJ9vcVFB1iEKcZO-MS3cQ', 'rate_deviation': 0.1167, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0548}
{'reviewerID': 'csB_5zORYsPro89PPttFbg', 'rate_deviation': 0.1362, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0904}
{'reviewerID': 'fDrawNs2nLBo3ShfMbk93A', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Rx7DNBmPPShVjlcQidGuTw', 'rate_deviation': 0.0696, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2488}
{'reviewerID': '77yYWUD7hvvrHIXiGSR8yA', 'rate_deviation': 0.0101, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'fWMn3BkYkQksn1otsrr5mQ', 'rate_deviation': 0.075, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0423}
{'reviewerID': '2ZaT1oNgYPENNjh7FPUsaQ', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'm_fBqWMobxAYTDiX5ajMaA', 'rate_deviation': 0.2334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2519}
{'reviewerID': 'wMvko9l5U5YHbkESSAnpFA', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'uT2DujxgFYaFeXHBXGtuig', 'rate_deviation': 0.0895, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1304}
{'reviewerID': 'PXmf3LDRKKTxY6kq1Ozdag', 'rate_deviation': 0.0522, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.3319}
{'reviewerID': 'uckFqfaQX4UUfnpYR5f-bA', 'rate_deviation': 0.0401, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'vsnN0L2QdO2Hee2CuCpYyw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '7_I4dzv1AvZmY8hpVe9zLA', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3GNvIP1-RRzk9q5vVtbZpQ', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'EGqcvwKh7ZKKnJvDiyjdsg', 'rate_deviation': 0.1584, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0202}
{'reviewerID': 'UfYZqw3E71KuL_s16_TH-Q', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'FiS9e_FNuR18mYKmAsLFDA', 'rate_deviation': 0.1668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'gy_YqrrZiBMleXOMRKJAFA', 'rate_deviation': 0.0091, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0594}
{'reviewerID': 'J3Xd3a_pbOSx5YD4qw2SvA', 'rate_deviation': 0.1527, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'C12pB3AjHjVOrYqg3iDtlg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'BLEfL-24R7qZZqq1_YoYCg', 'rate_deviation': 0.0418, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '5QVSMS-vV4jOgDLLPV75Mw', 'rate_deviation': 0.1509, 'first_time': 0.0001, 'burstiness': 0.3, 'content_similarity': 0.2362}
{'reviewerID': 'D3Os7pZg5YzCgtck0qv5hg', 'rate_deviation': 0.0978, 'first_time': 0.0001, 'burstiness': 0.35, 'content_similarity': 0.1023}
{'reviewerID': 'JYK0gy3YA-1jg-46cYBU_w', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Lpsb00v0EiC2iKGzbyHXNA', 'rate_deviation': 0.1353, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0001}
{'reviewerID': '5DLd32wA2AquFh1aFNOlWw', 'rate_deviation': 0.1245, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.0191}
{'reviewerID': 'hLSxHbq2uuSGC7pMaPVcXw', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'RlI8vfhbYeUahO875DBFIw', 'rate_deviation': 0.0401, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.0767}
{'reviewerID': 'nPeDV8N04Va90E7s08XEog', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'TWMNEkBZq9VALm1TOkL46w', 'rate_deviation': 0.0876, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'H1eNtj44QO-lObHp4PtGwQ', 'rate_deviation': 0.15, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1331}
{'reviewerID': 'QCTDMx5zXmu14JrZxbVhnQ', 'rate_deviation': 0.193, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Rzjbl7-yV5anedZmJbbavg', 'rate_deviation': 0.1884, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1754}
{'reviewerID': '65rCFhfByZ51XdblqvG12A', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'pMltyeuU4SjT6Y8YVy7HBA', 'rate_deviation': 0.1193, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.1165}
{'reviewerID': 'RQCObMQElUno9EqNdk1SvQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'FF7TrMiSFVUVUZYiKCv6AQ', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'znk9pbzoiaXduZ8REkZn1w', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'D1Wbw8tlt8sNCq049No5pA', 'rate_deviation': 0.248, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2299}
{'reviewerID': '3Ttx_EwurF4tVRn723SIjw', 'rate_deviation': 0.1253, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.3058}
{'reviewerID': 'tC6o9xPdWVvyxL4MmEXPdQ', 'rate_deviation': 0.159, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1146}
{'reviewerID': 'si2TNLU7NDuTvo-DNd5-fw', 'rate_deviation': 0.1715, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'nqypNPoiczjrxHYqy44nfg', 'rate_deviation': 0.2403, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.0752}
{'reviewerID': 'P3I590iTJZTRDwyBdw28Rw', 'rate_deviation': 0.143, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2663}
{'reviewerID': '7EjmLgHuNNe9R23PT317Yw', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'mLaXMWYitlNf4bXH_UjFOw', 'rate_deviation': 0.0279, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'UvY0E6Wuhv_0Bita52RPOw', 'rate_deviation': 0.2056, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2655}
{'reviewerID': 'fwjDifjomnAc7802y_tZzg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'R2shatkK9JCeyB7D5FBuiw', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'sqDsuS_IC9nUwAPd5VVScA', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'oEHpQXv1s_upFtRN0SYJRA', 'rate_deviation': 0.0863, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1343}
{'reviewerID': 'DgxZzexZ0rd1fkIMAQJViw', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'qOw9tRmazo8IOHIV549KyQ', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YUFP_z6cdME6v0vgTMV7Xw', 'rate_deviation': 0.1392, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2722}
{'reviewerID': 'SKrFTfptqJRInb85RshM6Q', 'rate_deviation': 0.1183, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Nm8xgQs7I-mxnFtNqKfT8g', 'rate_deviation': 0.1201, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'TgtP6vCUDx-ChkLRXhb2rw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'D2epirooWNjvwTI6MFhNGw', 'rate_deviation': 0.0533, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1116}
{'reviewerID': '7Zy98FM5juGyBCl-OASpPA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_ve6n92e1GowXEMPwGBoHA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'G9M526-moQ4yZTG-h4ZJTQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2321}
{'reviewerID': 'PcMXsnE81dOABMKpdQ8ELA', 'rate_deviation': 0.2301, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1353}
{'reviewerID': '6qol2Hhse_Xu5j1NCR_rvA', 'rate_deviation': 0.2905, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.0812}
{'reviewerID': '4nIEoWJSb19c1YJAzRGt0A', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3MqU9JOCX2Lwa39Kgzr4PQ', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'oJXh6bJfAM7krX5MyxCf7w', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0799}
{'reviewerID': 'pTc2Mf2ZW-VbZGfFI_VelQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'OGUP-XZvR46Cc7CtqUg3yw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GUgpBHOTvHLP0ghauooi6w', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'g4_0VDwqP011DZBCHa5UpA', 'rate_deviation': 0.175, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 's50ybEKVTcgO0rhu7bXKHA', 'rate_deviation': 0.04, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1736}
{'reviewerID': 'Qk7VYrdD9epr0povsGolMQ', 'rate_deviation': 0.0917, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.207}
{'reviewerID': 'P62L04Hm58XT8m5f8adYXg', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ds7B6mRJgP18mOvLISZpSg', 'rate_deviation': 0.1084, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0512}
{'reviewerID': '5wNP7I6x-nql9QV5Nfa33g', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Xg8vXAiQS2cS4W2ISOLGvA', 'rate_deviation': 0.2668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'yCpE2Mf8RKdKjkhNxL7MVQ', 'rate_deviation': 0.0779, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.2014}
{'reviewerID': '9laAklb33Dd4mO5jR3JhaA', 'rate_deviation': 0.0251, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'jMerCDHOrd76ViBl2PVWxA', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2165}
{'reviewerID': 'mul5X8OwCAlYBSAJE5GIdw', 'rate_deviation': 0.1678, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.039}
{'reviewerID': 'e7QvzUKpLZW-h3jJwatgYg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '2Q-no2hmibzgcc18sMFMoA', 'rate_deviation': 0.1584, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.222}
{'reviewerID': '2rScoVak6bkRaBHEGppnYQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ayQGIKMmkwpZcpdjzlbd2w', 'rate_deviation': 0.0984, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2354}
{'reviewerID': 'Up-I0Gix68i4djvE2YdBSQ', 'rate_deviation': 0.0534, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1659}
{'reviewerID': 'v1ImK7aNnIMTnfwb42-3cw', 'rate_deviation': 0.0814, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '4J_fqd6pG2E8Dr4JCB3ebw', 'rate_deviation': 0.0287, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'xv8148sqymE_bVL8b39N9Q', 'rate_deviation': 0.058, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '23DjmEqlCm4Sp2mGaRSGsA', 'rate_deviation': 0.1292, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1238}
{'reviewerID': 'Fyp5rxbzoWQwm0z2gW3w5g', 'rate_deviation': 0.1126, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'a1igdZ2t25jOJo7Iw9PJ-g', 'rate_deviation': 0.1601, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_qEl0LeZDay1F6pphp4C9Q', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '2zvUWE9erOVhGn8lLzdzuQ', 'rate_deviation': 0.1185, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2951}
{'reviewerID': '6bfcLLL35DpsxAxxk5ZNAQ', 'rate_deviation': 0.1511, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2787}
{'reviewerID': 'b750Ex3rZECGAmUusHndCA', 'rate_deviation': 0.0884, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.1544}
{'reviewerID': 'KyWWK9Rhb_2Lkq0BeBIE1A', 'rate_deviation': 0.1478, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.0927}
{'reviewerID': '0SSA0isQD6csABqzxHxYNA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'HwcjEqA1V3bKtb07JKGIKQ', 'rate_deviation': 0.0765, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.0399}
{'reviewerID': 'UNweIyUVO3Ln9SDPsCAXlA', 'rate_deviation': 0.16, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2049}
{'reviewerID': 'p6nBKyT9Y_pFJ1WxVEowwA', 'rate_deviation': 0.25, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2944}
{'reviewerID': 'LViFKT9gV4yaPav8qVzy2w', 'rate_deviation': 0.1367, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.1194}
{'reviewerID': 'eYGcUPbjEhsKBgDNNgA2Tw', 'rate_deviation': 0.1167, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.142}
{'reviewerID': 'hhF5TdyNay0dsDUDynwCqA', 'rate_deviation': 0.0358, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0677}
{'reviewerID': 'bPRLZOWRYGaFHxCe5xnxJQ', 'rate_deviation': 0.027, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1223}
{'reviewerID': 'ySFTYbmNtk50oOpWEAb_Og', 'rate_deviation': 0.0801, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'muZQgjWu1JU1hfhYym-YSw', 'rate_deviation': 0.0635, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'RYfYrkLoZWGWIjjf0L8awg', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GkENh8FAbeEy9eeoHLe9Zw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'y5wbrbrXDOXx-D4eECfuyQ', 'rate_deviation': 0.1699, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0503}
{'reviewerID': 'CXq5rPgPtzFM_4Pz8f0bAA', 'rate_deviation': 0.1167, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0495}
{'reviewerID': 'SJ8S5rUmJOJGMEbGHdLU3A', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GbyRflofIP41lbM0XjMQUA', 'rate_deviation': 0.1119, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0541}
{'reviewerID': 'UkaR7sIhIMScFa5TPRrLVw', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3tHnU7wi9-ZutDGxVGPKzA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'WH6knHtvnsUhytoBhJPhGQ', 'rate_deviation': 0.225, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.0504}
{'reviewerID': '-360eFeEuKVEKKaXlAB23w', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_GZCMMKPLEnmUIfdFgiE5w', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'USkWr10snfLXXV0DOv4OpQ', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0001}
{'reviewerID': 'NLF7wQwSQxIo4E34TMaRoQ', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ohs9qCNQXmNnJMzPx3yMgg', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '7BXlpaPDZcEgZGv80b_Pjg', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'THL1Y7ERCxm1kN9HDycyvQ', 'rate_deviation': 0.0626, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '4bJtq3yY_aAqm2Ikg-WJYw', 'rate_deviation': 0.0848, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1046}
{'reviewerID': 'ZlX8OhUuaphrAqfX1ICkdQ', 'rate_deviation': 0.1223, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
